title,url,rating,sum_ecv
TARTE AU CHOCOLAT ET AMANDES GRILLEES PAR ZAKOO44 (végétarien),https://www.marmiton.org/recettes/recette_tarte-au-chocolat-et-amandes-grillees-par-zakoo44-vegetarien_72173.aspx,0,0.112681
"Lasagnes végétariennes aux courgettes, chèvre et curry",https://www.marmiton.org/recettes/recette_lasagnes-vegetariennes-aux-courgettes-chevre-et-curry_71704.aspx,0,0.498507
poëllée végétarienne,https://www.marmiton.org/recettes/recette_poellee-vegetarienne_69393.aspx,0,2.108426
Gombos pour végétariens,https://www.marmiton.org/recettes/recette_gombos-pour-vegetariens_69016.aspx,0,0.6913260000000001
Korma Vegetarien,https://www.marmiton.org/recettes/recette_korma-vegetarien_64010.aspx,0,0.251207
"Gaufre salée au charbon végétal - légumes et fruits crus, grillés et en pickles - sérac au basilic - tuiles au parmesan",https://www.marmiton.org/recettes/recette_gaufres-noires-legumes-et-fruits-tuiles-au-parmesan_530813.aspx,0,0.799177
Pâté végétal aux biscottes,https://www.marmiton.org/recettes/recette_pate-vegetal-biscottes_49895.aspx,0,0.508347
Croque monsieur végétarien,https://www.marmiton.org/recettes/recette_croque-monsieur-vegetarien_39515.aspx,0,1.1747830000000001
Riz sauté végétarien,https://www.marmiton.org/recettes/recette_riz-saute-vegetarien_391491.aspx,0,2.014586
Steak végétarien à la patate douce violette et aux haricots rouges,https://www.marmiton.org/recettes/recette_steak-vegetarien-a-la-patate-douce-violette-et-aux-haricots-rouges_383185.aspx,0,0.112681
Gratin végétarien,https://www.marmiton.org/recettes/recette_gratin-vegetarien_372967.aspx,0,1.270661
"Poivrons farcis, végétariens",https://www.marmiton.org/recettes/recette_poivrons-farcis-vegetariens_371655.aspx,0,0.450722
Bibimbap végétarien,https://www.marmiton.org/recettes/recette_bibimbap-vegetarien_346178.aspx,0,0.48656699999999997
Tomates farcies végétariennes à l'italienne,https://www.marmiton.org/recettes/recette_tomates-farcies-vegetariennes-a-l-italienne_345836.aspx,0,0.37536
Salade végétarienne de pâtes au basilic,https://www.marmiton.org/recettes/recette_salade-vegetarienne-de-pates-au-basilic_345634.aspx,0,2.242608
Blanquette végétarienne facile,https://www.marmiton.org/recettes/recette_blanquette-vegetarienne-facile_344882.aspx,0,0.42135100000000003
Couscous aux légumes (végétarien),https://www.marmiton.org/recettes/recette_couscous-aux-legumes-vegetarien_335830.aspx,0,0.58233
ragoût végétarien,https://www.marmiton.org/recettes/recette_ragout-vegetarien_335721.aspx,0,0.7052449999999999
Soupe anatolienne végétarienne au yaourt et à la menthe (soupe yayla),https://www.marmiton.org/recettes/recette_soupe-anatolienne-vegetarienne-au-yaourt-et-a-la-menthe-soupe-yayla_333657.aspx,0,2.863984
Courgettes végétaliennes à ma façon,https://www.marmiton.org/recettes/recette_courgettes-vegetaliennes-a-ma-facon_332397.aspx,0,0.343094
Plat végétarien aux lentilles,https://www.marmiton.org/recettes/recette_plat-vegetarien-aux-lentilles_330906.aspx,0,0.891938
Burger végétarien au Brie et confit d'oignons,https://www.marmiton.org/recettes/recette_burger-vegetarien-au-brie-et-confit-d-oignons_322499.aspx,0,0.6960270000000001
Lasagnes végétariennes Corses,https://www.marmiton.org/recettes/recette_lasagnes-vegetariennes-corses_314014.aspx,0,0.37388
Lentilles Corail végétariennes,https://www.marmiton.org/recettes/recette_lentilles-corail-vegetariennes_308245.aspx,0,0.210149
Cheeseburger végétarien aux champignons,https://www.marmiton.org/recettes/recette_cheeseburger-au-champignon-vegetarien_225314.aspx,0,0.245253
"Cake végétarien aux petits légumes (petits pois, maïs, flageolets)",https://www.marmiton.org/recettes/recette_cake-vegetarien-aux-petits-legumes_225018.aspx,0,2.570814
Terrine végétale au soja,https://www.marmiton.org/recettes/recette_terrine-vegetale-au-soja_224771.aspx,0,0.338042
"Omelette végétarienne au tofu, carotte et olives",https://www.marmiton.org/recettes/recette_omelette-vegetarienne-tofu-carotte-olive_224433.aspx,0,1.201322
Hachis Parmentier végétarien aux carottes,https://www.marmiton.org/recettes/recette_hachis-parmentier-vegetarien-facile_221408.aspx,0,0.28851699999999997
Lait végétal facile à la noix de coco,https://www.marmiton.org/recettes/recette_lait-vegetal-facile_195609.aspx,0,2.687219
Crème végétale ananas tofu,https://www.marmiton.org/recettes/recette_creme-vegetale-ananas-tofu-soyeux_195600.aspx,0,0.40172
Lasagnes végétariennes aux 3 légumes,https://www.marmiton.org/recettes/recette_lasagnes-vegetariennes-aux-3-legumes_168139.aspx,0,0.34986900000000004
Fondue de poireaux aux champignons,https://www.marmiton.org/recettes/recette_fondue-de-poireaux-aux-champignons_16078.aspx,4.5,0.27512
Banana Bread Healthy (Avoine - Chocolat),https://www.marmiton.org/recettes/recette_banana-bread-healthy-avoine-chocolat_530732.aspx,5,0.5524290000000001
Tourte aux blettes légère et gourmande,https://www.marmiton.org/recettes/recette_tourte-aux-blettes-legere-et-gourmande_48509.aspx,4.8,1.2826030000000002
Saint-Jacques sur fondue de poireaux,https://www.marmiton.org/recettes/recette_saint-jacques-sur-fondue-de-poireaux_61190.aspx,4.9,0.0458
Poêlée rustique de légumes d'Automne au curry et soja,https://www.marmiton.org/recettes/recette_poelee-rustique-de-legumes-d-automne-au-curry-et-soja_311705.aspx,5,0.34774099999999997
CLAFOUTIS EXPRESS,https://www.marmiton.org/recettes/recette_clafoutis-express_72659.aspx,4.6,0.338042
Quiche aux légumes du soleil et lardons,https://www.marmiton.org/recettes/recette_quiche-aux-legumes-du-soleil-et-lardons_211459.aspx,5,0.537668
Seitan aux Légumes Gratinés,https://www.marmiton.org/recettes/recette_seitan-aux-legumes-gratines_28542.aspx,4.8,0.295804
Dahl de lentilles corail épinards et lait de coco,https://www.marmiton.org/recettes/recette_dahl-de-lentilles-corail-epinards-et-lait-de-coco_534224.aspx,4.7,0.48261699999999996
Quiche thon et artichaut,https://www.marmiton.org/recettes/recette_quiche-thon-et-artichaut_230305.aspx,5,5.208791000000001
Cake aux olives sans gluten,https://www.marmiton.org/recettes/recette_cake-aux-olives-sans-gluten_197473.aspx,5,1.908067
Biscuits double choco et crème vanille,https://www.marmiton.org/recettes/recette_biscuits-double-choco-et-creme-vanille_343843.aspx,4.8,1.378814
Beignets de Carnaval de Mamina,https://www.marmiton.org/recettes/recette_beignets-de-carnaval-de-mamina_224020.aspx,4.3,0.9315420000000001
POULET AU CITRON ET AU THYM,https://www.marmiton.org/recettes/recette_poulet-au-citron-et-au-thym_44105.aspx,4.4,4.56043
Papillote de dinde aux pommes et pruneaux,https://www.marmiton.org/recettes/recette_papillote-de-dinde-aux-pommes-et-pruneaux_315354.aspx,5,0.081639
Poireaux à l'indienne,https://www.marmiton.org/recettes/recette_poireaux-a-l-indienne_527905.aspx,4.7,0.091707
Mug cake vegan,https://www.marmiton.org/recettes/recette_mug-cake-vegan_382915.aspx,4.3,0.054511
Curry vert de poulet au lait de coco et légumes croquants,https://www.marmiton.org/recettes/recette_curry-vert-de-poulet-coco-et-legumes-croquants_392575.aspx,4.7,4.585184
ENDIVES A LA CREME DE SOJA,https://www.marmiton.org/recettes/recette_endives-a-la-creme-de-soja_81018.aspx,5,0.336205
Lasagnes d'aubergines au chèvre (sans pâte),https://www.marmiton.org/recettes/recette_lasagnes-d-aubergines-au-chevre-sans-pate_532754.aspx,5,0.5317000000000001
Poulet croustillant et crème d'avocat de chefpapdo,https://www.marmiton.org/recettes/recette_poulet-croustillant-et-creme-d-avocat-de-chefpapdo_530646.aspx,5,6.225634
Marbré aux couleurs d'Halloween,https://www.marmiton.org/recettes/recette_marbre-aux-couleurs-d-halloween_528780.aspx,5,0.450722
Tofu Korma,https://www.marmiton.org/recettes/recette_tofu-korma_392152.aspx,5,0.20086
Nouilles thaï au curry et son poulet mariné à l'ail et au sirop d'agave,https://www.marmiton.org/recettes/recette_nouilles-thai-au-curry-et-son-poulet-marine-a-l-ail-et-au-sirop-d-agave_344948.aspx,5,4.56043
"Étuvée de tofu, poireaux et courgettes",https://www.marmiton.org/recettes/recette_etuvee-de-tofu-poireaux-et-courgettes_336032.aspx,5,0.934817
Potée de choux de Bruxelles à la bière blanche,https://www.marmiton.org/recettes/recette_potee-de-choux-de-bruxelles-a-la-biere-blanche_166319.aspx,4.7,0.097967
Terrine de champignons vegan,https://www.marmiton.org/recettes/recette_terrine-de-champignons-vegan_382419.aspx,4.3,0.150645
Conchiglionis farcis au thon et fromage de chèvre,https://www.marmiton.org/recettes/recette_conchiglionis-farcis-au-thon-et-fromage-de-chevre_309379.aspx,4.3,1.856319
Riz frit au Airfryer,https://www.marmiton.org/recettes/recette_riz-frit-au-airfryer_536828.aspx,4.5,1.080703
Riz et omelette à la japonaise,https://www.marmiton.org/recettes/recette_riz-et-omelette-a-la-japonaise_533673.aspx,5,3.879877
"Les Chaussons aux Pommes "" Fast Food""",https://www.marmiton.org/recettes/recette_les-chaussons-aux-pommes-fast-food_530588.aspx,5,0.6455949999999999
Gaufres aux lentilles corail et carottes,https://www.marmiton.org/recettes/recette_gaufres-aux-lentilles-corail-et-carottes_529149.aspx,5,0.220343
Pâté à l'okara de noisettes,https://www.marmiton.org/recettes/recette_pate-a-l-okara-de-noisettes_528852.aspx,5,0.20086
Clafoutis à la brousse et aux épinards,https://www.marmiton.org/recettes/recette_clafoutis-a-la-brousse-et-aux-epinards_528746.aspx,5,0.450722
Cookies à l'okara d'avoine & éclats de peaux de banane caramélisées,https://www.marmiton.org/recettes/recette_cookies-a-l-okara-d-avoine-eclats-de-peaux-de-banane_528523.aspx,5,0.327069
Gâteau aux cranberries,https://www.marmiton.org/recettes/recette_gateau-aux-cranberris_336812.aspx,5,1.400322
Nuggets antigaspi (avec restes de poulet rôti et de pain),https://www.marmiton.org/recettes/recette_nuggets-antigaspi-avec-restes-poulet-roti-et-pain_529253.aspx,5,1.48081
Risotto express de brocoli,https://www.marmiton.org/recettes/recette_risotto-express-de-brocoli_383266.aspx,5,0.302188
Tarte saveur brocoli lardons,https://www.marmiton.org/recettes/recette_tarte-saveur-brocoli-lardons_347170.aspx,5,0.338042
Quiche aux oignons et aux lardons crème soja,https://www.marmiton.org/recettes/recette_quiche-aux-oignons-et-aux-lardons-creme-soja_332421.aspx,5,0.563403
Oeufs cocotte à l'indienne,https://www.marmiton.org/recettes/recette_oeufs-cocotte-a-l-indienne_318739.aspx,5,0.5002300000000001
Velouté de potimarron aux St-Jacques,https://www.marmiton.org/recettes/recette_veloute-de-potimarron-aux-st-jacques_312884.aspx,5,0.091707
Tarte courgettes et lardons au cumin,https://www.marmiton.org/recettes/recette_tarte-courgettes-et-lardons-au-cumin_308131.aspx,5,0.474615
Crème de courgettes aux pignons,https://www.marmiton.org/recettes/recette_creme-de-courgettes-aux-pignons_52075.aspx,4.3,0.498507
"Quiche d'automne (poireaux, panais)",https://www.marmiton.org/recettes/recette_quiche-d-automne-poireaux-panais_342536.aspx,4.5,0.40877399999999997
"Galette de carotte, céleri et poulet",https://www.marmiton.org/recettes/recette_petite-galette-de-carotte-celeri-et-poulet_175934.aspx,4.5,4.970161
Gâteau aux figues et germes de blé,https://www.marmiton.org/recettes/recette_gateau-aux-figues-et-germes-de-ble_52909.aspx,5,0.532361
Roses des sables chocolat blanc amandes nappées de chocolat au lait,https://www.marmiton.org/recettes/recette_rose-des-sables-au-chocolat-blanc-et-amandes-nappes-au-chocolat-au-lait_221265.aspx,5,0.201459
Tarte mangue coco safranée,https://www.marmiton.org/recettes/recette_tarte-mangue-coco-safranee_176141.aspx,5,11.383984
Le suisse,https://www.marmiton.org/recettes/recette_le-suisse_13601.aspx,5,0.788764
Penne au thon,https://www.marmiton.org/recettes/recette_penne-au-thon_85750.aspx,4,4.98343
Banana bread vegan aux pépites de chocolat,https://www.marmiton.org/recettes/recette_banana-bread-vegan-aux-pepites-de-chocolat_530057.aspx,4,0.436091
Tarte aux pommes et à la rhubarbe,https://www.marmiton.org/recettes/recette_tarte-aux-pommes-et-a-la-rhubarbe_60490.aspx,4,0.19432
Riz au poisson à la libanaise,https://www.marmiton.org/recettes/recette_riz-au-poisson-a-la-libanaise_392212.aspx,4,0.402917
Muffins pomme et abricot,https://www.marmiton.org/recettes/recette_muffins-pomme-abricot_327303.aspx,4,0.520876
Tarte sablée aux légumes,https://www.marmiton.org/recettes/recette_tarte-sablee-aux-legumes_53855.aspx,4,0.192857
"brick au thon , mozzarella et emmental",https://www.marmiton.org/recettes/recette_brick-au-thon-mozzarella-et-emmental_170071.aspx,4,5.456132
bougnettes,https://www.marmiton.org/recettes/recette_bougnettes_26559.aspx,4,0.676084
Dandy Cake de Lise,https://www.marmiton.org/recettes/recette_dandy-cake-de-lise_20782.aspx,4,0.8979940000000001
Coulant au chocolat et pistache de Siham,https://www.marmiton.org/recettes/recette_coulant-au-chocolat-et-pistache-de-siham_534375.aspx,3.7,0.8979940000000001
Naan aux raisins secs (pain indien),https://www.marmiton.org/recettes/recette_naan-aux-raisins-secs-pain-indien_44290.aspx,3.7,0.672633
Salade pommes de terre sauce curry,https://www.marmiton.org/recettes/recette_salade-pommes-de-terre-sauce-curry_324778.aspx,3,0.326556
Poulet cuisiné au paprika,https://www.marmiton.org/recettes/recette_poulet-cuisine-au-paprika_29398.aspx,3,4.56043
Muffins au chocolat au Airfryer,https://www.marmiton.org/recettes/recette_muffins-au-chocolat-au-airfryer_536757.aspx,2,0.112681
Couscous de mil au poulet,https://www.marmiton.org/recettes/recette_couscous-de-mil-au-poulet_538509.aspx,0,4.896635
Harira traditionnelle,https://www.marmiton.org/recettes/recette_harira-traditionnelle_538390.aspx,0,0.960779
Mini Gua Bao au poulet teriyaki et pickles,https://www.marmiton.org/recettes/recette_mini-gua-bao-au-poulet-teriyaki-et-pickles_538187.aspx,0,4.56043
Tofu croustillant au Airfryer,https://www.marmiton.org/recettes/recette_tofu-croustillant-au-airfryer_537886.aspx,0,0.451935
Chia bowl aux fruits d'automne,https://www.marmiton.org/recettes/recette_chia-bowl-aux-fruits-d-automne_537418.aspx,0,0.881877
Chiffon cake à la vanille,https://www.marmiton.org/recettes/recette_chiffon-cake-a-la-vanille_537202.aspx,0,0.338042
"Poulet korma aux épices indiennes, yaourt et ail (Inde)",https://www.marmiton.org/recettes/recette_poulet-korma-facile_535045.aspx,0,4.174945
Bollywood Burger,https://www.marmiton.org/recettes/recette_bollywood-burger_532024.aspx,0,2.131571
Banana Bread 100% antigaspi,https://www.marmiton.org/recettes/recette_banana-bread-100-antigaspi_529289.aspx,0,0.815037
Crèmes brûlées à la châtaigne,https://www.marmiton.org/recettes/recette_cremes-brulees-a-la-chataigne_528855.aspx,0,1.226263
Apple pie vegan,https://www.marmiton.org/recettes/recette_apple-pie-vegan_392176.aspx,0,0.20409750000000002
Poulet tandoori en brochette et chou fleur rôti au beurre,https://www.marmiton.org/recettes/recette_poulet-tandoori-en-brochette-et-chou-fleur-roti_535431.aspx,0,4.364418000000001
Mini Naans Apéro,https://www.marmiton.org/recettes/recette_mini-naans-apero_535430.aspx,0,0.909474
Friands aux légumes d'été des P'tits grains de Lisette,https://www.marmiton.org/recettes/recette_friands-aux-legumes-d-ete-sans-gluten-des-p-tits-grains-de-lisette_533772.aspx,0,2.509952
Mini kougelhopfs,https://www.marmiton.org/recettes/recette_mini-kougelhopfs_531600.aspx,0,0.112681
Pancakes façon Maumau (blancs en neige),https://www.marmiton.org/recettes/recette_pancakes_531514.aspx,0,0.676083
Salade de boulgour et quinoa aux légumes d'été,https://www.marmiton.org/recettes/recette_salade-de-boulgour-et-quinoa-aux-legumes-d-ete_531262.aspx,0,0.196243
Tartelettes Matcha & Sésame (vegan et sans gluten),https://www.marmiton.org/recettes/recette_tartelettes-matcha-sesame-vegan-sans-gluten-sucre-raffines_530505.aspx,0,2.512964
"Tarte Florentine (vegan, sans gluten et sans sucre raffinés)",https://www.marmiton.org/recettes/recette_tarte-florentine-vegan-sans-gluten-sans-sucre-rafine_530172.aspx,0,1.371663
Les minis carrots cakes des Goûters d'Aude,https://www.marmiton.org/recettes/recette_les-minis-carrots-cakes-des-gouters-d-aude_529792.aspx,0,0.30457100000000004
Brownie aux haricots rouges et beurre d'amande,https://www.marmiton.org/recettes/recette_brownie-aux-haricots-rouges-et-beurre-d-amande_392473.aspx,0,4.677682000000001
Riz épicé aux légumes avec tzatziki,https://www.marmiton.org/recettes/recette_riz-epice-aux-legumes-avec-tzatziki_392441.aspx,0,3.011459
"Pâte à tartiner chocolat, noisettes et noix à la crème de soja",https://www.marmiton.org/recettes/recette_pate-a-tartiner-chocolat-noisettes-et-noix-a-la-creme-de-soja_391714.aspx,0,0.989166
Sucettes double cookie crème vanille,https://www.marmiton.org/recettes/recette_sucettes-double-cookie-creme-vanille_348212.aspx,0,2.876326
"Tarte aux blettes, châtaignes et lardons",https://www.marmiton.org/recettes/recette_tarte-aux-blettes-chataignes-et-lardons_346606.aspx,0,0.490505
Quiche au tofu de Ode,https://www.marmiton.org/recettes/recette_quiche-au-tofu-de-ode_344992.aspx,0,1.74238
Roussette sauce à l'oseille,https://www.marmiton.org/recettes/recette_roussette-sauce-a-l-oseille_343658.aspx,0,0.158267
Trifle passion framboise à la catalane de Marinette,https://www.marmiton.org/recettes/recette_trifle-passion-framboise-a-la-catalane-de-marinette_336924.aspx,0,1.014126
Quiche aux oignons et aux poireaux,https://www.marmiton.org/recettes/recette_quiche-aux-oignons-et-aux-poireaux_336461.aspx,0,0.27512
Tarte aux poireaux de Claire,https://www.marmiton.org/recettes/recette_tarte-aux-poireaux-de-claire_335685.aspx,0,0.705824
Yaourt à boire au coulis de caramel crémeux à la yaourtière,https://www.marmiton.org/recettes/recette_yaourt-a-boire-au-coulis-de-caramel-cremeux-yaourtiere_328655.aspx,0,1.89473
"""Chococroc"" aux deux chocolats",https://www.marmiton.org/recettes/recette_chococroc-aux-deux-chocolats_232897.aspx,0,0.201459
Gratin de légumes à la crème de soja,https://www.marmiton.org/recettes/recette_gratin-de-legumes-a-la-creme-de-soja_68868.aspx,0,0.347221
Tarte aux nashis,https://www.marmiton.org/recettes/recette_tarte-aux-nashis_56919.aspx,0,0.225361
Coupe de poires au vin,https://www.marmiton.org/recettes/recette_coupe-de-poires-au-vin_56187.aspx,0,0.338042
Biscuit coco choco caramel,https://www.marmiton.org/recettes/recette_biscuit-coco-choco-caramel_55069.aspx,0,1.147433
gratin de blettes simple et savoureux,https://www.marmiton.org/recettes/recette_gratin-de-blettes-simple-et-savoureux_531502.aspx,0,0.981011
Bûche Poire/Chocolat Vegan Sans Gluten,https://www.marmiton.org/recettes/recette_buche-poire-chocolat-vegan-sans-gluten_529608.aspx,0,0.50215
Pancakes aux fruits rouges,https://www.marmiton.org/recettes/recette_pancakes-aux-fruits-rouges_528637.aspx,0,2.007411
Crème de potiron aux asperges,https://www.marmiton.org/recettes/recette_creme-de-potiron-aux-asperges_52284.aspx,0,0.448251
Tarte au thon et à la crème de soja,https://www.marmiton.org/recettes/recette_tarte-au-thon-et-a-la-creme-de-soja_41251.aspx,0,5.302631
Fajitas vegan au tofu,https://www.marmiton.org/recettes/recette_fajitas-vegan-au-tofu_348873.aspx,0,2.128743
Tomatothon,https://www.marmiton.org/recettes/recette_tomatothon_348040.aspx,0,5.771831000000001
Tarte aux courgettes et à la truite,https://www.marmiton.org/recettes/recette_tarte-aux-courgettes-et-a-la-truite_343892.aspx,0,0.699976
Tarte framboises-chocolat blanc,https://www.marmiton.org/recettes/recette_tarte-framboises-chocolat-blanc_310262.aspx,0,0.338042
Tapas de Champignons à la crême,https://www.marmiton.org/recettes/recette_tapas-de-champignons-a-la-creme_307594.aspx,0,2.014586
Chocolate caramel slice,https://www.marmiton.org/recettes/recette_chocolate-caramel-slice_228512.aspx,0,1.463966
Glace crémeuse aux spéculoos à la crème de soja,https://www.marmiton.org/recettes/recette_glace-cremeuse-aux-speculoos-sans-sucres-ajoutes-et-sans-produits-laitiers_218660.aspx,0,0.450722
"Poulet à l'ail, à la crème de céléri et au thym",https://www.marmiton.org/recettes/recette_poulet-a-l-ail-et-a-la-creme-de-celeri-au-thym_172770.aspx,0,4.764527
Gâteau sans oeuf banane-amande,https://www.marmiton.org/recettes/recette_gateau-sans-oeuf-banane-amande_166053.aspx,0,2.4506769999999998
Cake chocolat-banane (vegan),https://www.marmiton.org/recettes/recette_cake-chocolat-banane-vegan_339635.aspx,4.6,0.218046
Selle de sanglier sauce grand veneur,https://www.marmiton.org/recettes/recette_selle-de-sanglier-sauce-grand-veneur_11304.aspx,4.5,1.4579825
Burritos vegan,https://www.marmiton.org/recettes/recette_burritos-vegan_528300.aspx,5,2.021723
Flan aux framboises vegan et sans gluten,https://www.marmiton.org/recettes/recette_flan-aux-framboises-vegan-et-sans-gluten_528407.aspx,5,0.269768
Crumble pommes et fruits rouges vegan,https://www.marmiton.org/recettes/recette_crumble-pommes-et-fruits-rouges-vegan_371901.aspx,5,0.163278
Calzone feuilleté aux légumes du soleil (vegan),https://www.marmiton.org/recettes/recette_calzone-feuillete-aux-legumes-du-soleil-vegan_528273.aspx,4.6,0.312307
tarte à la vergeoise,https://www.marmiton.org/recettes/recette_tarte-a-la-vergeoise_17137.aspx,4.7,1.101847
Bruschetta veggie tomates-mozza,https://www.marmiton.org/recettes/recette_bruschetta-veggie-tomates-mozza_528243.aspx,5,0.125
Veggie Tortilla Bowl,https://www.marmiton.org/recettes/recette_veggie-tortilla-bowl_392108.aspx,5,0.331416
crumble pommes cannelle à la vergeoise,https://www.marmiton.org/recettes/recette_crumble-pommes-cannelle-a-la-vergeoise_34065.aspx,5,0.326556
Veggie burger,https://www.marmiton.org/recettes/recette_veggie-burger_371863.aspx,4.3,1.646363
Cake au citron pavot vegan,https://www.marmiton.org/recettes/recette_cake-au-citron-pavot-vegan_392175.aspx,4.5,0.151578
Gâteau au yaourt vegan,https://www.marmiton.org/recettes/recette_gateau-au-yaourt-vegan_392075.aspx,4.5,1.89473
"Mousse au chocolat vegan, express et facile",https://www.marmiton.org/recettes/recette_mousse-au-chocolat-vegan-au-tofu_529625.aspx,5,0.20086
Fromage vegan à faire fondre,https://www.marmiton.org/recettes/recette_fromage-vegan-a-faire-fondre_382529.aspx,5,0.122458
Cookies végan moelleux,https://www.marmiton.org/recettes/recette_cookies-vegan-moelleux_527857.aspx,5,0.5935
Moussaka vegane,https://www.marmiton.org/recettes/recette_moussaka-vegane_344883.aspx,5,3.328346
Crumble du verger aux spéculoos,https://www.marmiton.org/recettes/recette_crumble-du-verger-aux-speculoos_94324.aspx,4.2,0.791333
Gelée du verger,https://www.marmiton.org/recettes/recette_gelee-du-verger_21718.aspx,5,0.612292
Pancakes banane façon vegane,https://www.marmiton.org/recettes/recette_pancakes-banane-facon-vegane_344693.aspx,4.1,0.109023
Filet de chevreuil grand veneur,https://www.marmiton.org/recettes/recette_filet-de-chevreuil-grand-veneur_29169.aspx,4,0.128641
"Trio lentilles quinoa riz pimenté aux petits légumes, vegan et délicieux",https://www.marmiton.org/recettes/recette_trio-lentilles-quinoa-riz-pimente-aux-petits-legumes-vegan-et-delicieux_370682.aspx,4,0.319337
Nems vegan,https://www.marmiton.org/recettes/recette_nems-vegan_347097.aspx,4,0.288691
crumble aux potiron vegan,https://www.marmiton.org/recettes/recette_crumble-aux-potiron-vegan_532342.aspx,4,0.9352830000000001
Choucroute vegan,https://www.marmiton.org/recettes/recette_choucroute-vegan_382753.aspx,4,1.330856
Risotto venere aux saint jacques,https://www.marmiton.org/recettes/recette_risotto-venere-aux-saint-jacques_105723.aspx,4,0.402917
Gigue de chevreuil sauce vénerie,https://www.marmiton.org/recettes/recette_gigue-de-chevreuil-sauce-venerie_11600.aspx,4,0.4748
Tarte du Nord à la vergeoise,https://www.marmiton.org/recettes/recette_tarte-du-nord-a-la-vergeoise_336716.aspx,4,0.508347
Quiche végan poireaux tofu béchamel,https://www.marmiton.org/recettes/recette_quiche-vegan-poireaux-tofu-bechamel_343805.aspx,3,1.187713
Tarte vergeoise à la banane,https://www.marmiton.org/recettes/recette_tarte-vergeoise-a-la-banane_32532.aspx,3.5,2.406043
Beignets de courgettes vegan,https://www.marmiton.org/recettes/recette_beignets-de-courgettes-vegan_338374.aspx,3.3,0.37388
Gâteau à la banane sans œufs Vegan,https://www.marmiton.org/recettes/recette_gateau-a-la-banane-sans-oeufs-vegan_340053.aspx,3.8,0.327068
Cachapas du Venezuela,https://www.marmiton.org/recettes/recette_cachapas-du-venezuela_230489.aspx,3,0.7853140000000001
Tarte aux pommes VEGAN,https://www.marmiton.org/recettes/recette_tarte-aux-pommes-vegan_338429.aspx,3,0.244917
galette de courgette vegan,https://www.marmiton.org/recettes/recette_galette-de-courgette-vegan_339523.aspx,2.7,0.041542
Gâteau poire chocolat vegan et sans gluten,https://www.marmiton.org/recettes/recette_gateau-poire-chocolat-vegan-et-sans-gluten_371156.aspx,1.5,0.302188
Sauce grand veneur ou sauce chasseur,https://www.marmiton.org/recettes/recette_sauce-grand-veneur-ou-sauce-chasseur_19862.aspx,3.3,0.791333
Tarte vergeoise aux pommes,https://www.marmiton.org/recettes/recette_tarte-vergeoise-aux-pommes_13035.aspx,2.3,1.5065279999999999
Cheesecake végan frais et gourmand,https://www.marmiton.org/recettes/recette_cheesecake-vegan-frais-et-gourmand_538050.aspx,0,1.515784
Sauce grand veneur au Thermomix,https://www.marmiton.org/recettes/recette_sauce-grand-veneur-au-thermomix_537556.aspx,0,0.732083
Poivron farcis veggy,https://www.marmiton.org/recettes/recette_poivron-farcis-veggy_530227.aspx,0,0.21846700000000002
"Panna cotta vegan, noix de coco et mangue",https://www.marmiton.org/recettes/recette_panna-cotta-vegan-noix-de-coco-et-mangue_529682.aspx,0,3.496533
Tarte aux carottes vegan,https://www.marmiton.org/recettes/recette_tarte-aux-carottes-vegan_529626.aspx,0,1.424263
Risotto vegan aux champignons,https://www.marmiton.org/recettes/recette_risotto-vegan-aux-champignons_392438.aspx,0,0.503646
Rouleaux de printemps vegan,https://www.marmiton.org/recettes/recette_rouleaux-de-printemps-vegan_392177.aspx,0,6.850746
Marbré vegan,https://www.marmiton.org/recettes/recette_marbre-vegan_392071.aspx,0,3.78946
Burger vegan au chou-fleur et sauce curry,https://www.marmiton.org/recettes/recette_burger-vegan-au-chou-fleur-et-sauce-curry_392065.aspx,0,0.868145
Carottes façon saumon fumé vegan,https://www.marmiton.org/recettes/recette_carottes-facon-saumon-fume-vegan_382425.aspx,0,0.198033
Milkshake pêche-banane vegan,https://www.marmiton.org/recettes/recette_milkshake-peche-banane-vegan_359685.aspx,0,0.218046
Soupe aux truffes VGE,https://www.marmiton.org/recettes/recette_soupe-aux-truffes-vge_537870.aspx,0,0.846253
Babka vegan au beurre de cacahuètes et chocolat,https://www.marmiton.org/recettes/recette_babka-vegan-au-beurre-de-cacahuetes-et-chocolat_535445.aspx,0,1.186999
Parmentier de pois cassés vegan,https://www.marmiton.org/recettes/recette_parmentier-de-pois-casses-vegan_535000.aspx,0,0.18768
Chili vegan aux poivrons,https://www.marmiton.org/recettes/recette_chili-vegan-aux-pvt_532741.aspx,0,0.143348
Biscuits végan au cacao,https://www.marmiton.org/recettes/recette_biscuits-vegan-au-cacao_531409.aspx,0,1.186999
Frawmage de cajous aux tomates séchées (fromage vegan),https://www.marmiton.org/recettes/recette_frawmage-de-cajous-aux-tomates-sechees_530586.aspx,0,0.594
Rillettes Marines (véganes),https://www.marmiton.org/recettes/recette_rillettes-marines-veganes_530190.aspx,0,0.098862
"Palmiers feuilletés potiron, champignons, noix et romarin (vegan)",https://www.marmiton.org/recettes/recette_palmiers-feuilletes-potiron-champignons-noix-et-romarin-vegan_529219.aspx,0,1.3539100000000002
Pumpkin Spice Cookies vegan,https://www.marmiton.org/recettes/recette_pumpkin-spice-cookies-vegan_529216.aspx,0,0.038294
