title,rating,is_vege,total_ecv,avg_kcal,avg_fat,avg_ecv,ingredients
"Lasagnes végétariennens aux légumes d'été (courgette, aubergine, poivron, tomates...)",5.0,1,0.41163635667662,74.68333303333333,4.17291666,0.102909089169155,"[{'name': 'tomates', 'quantity': 200.0, 'unit': 'g'}, {'name': 'courgette', 'quantity': 66.66666, 'unit': 'g'}, {'name': 'carottes', 'quantity': 140.0, 'unit': 'g'}, {'name': 'beurre', 'quantity': 25.0, 'unit': 'g'}]"
lasagnes végétariennes à la crème de chèvre au pesto,4.5,1,0.12512,85.2,0.7200000000000001,0.12512,"[{'name': 'tomates', 'quantity': 200.0, 'unit': 'g'}]"
Stir fry végétarien,4.6,1,0.15800968789473685,151.60000000000002,0.7978947368421053,0.15800968789473685,"[{'name': 'carotte', 'quantity': 398.94736842105266, 'unit': 'g'}]"
Lasagnes végétariennes sans béchamel,4.8,1,0.9671900483050847,239.86214689265535,17.76567231638418,0.3223966827683616,"[{'name': 'carottes', 'quantity': 140.0, 'unit': 'g'}, {'name': 'beurre', 'quantity': 83.59322033898304, 'unit': 'g'}, {'name': 'tomates pelées', 'quantity': 400.0, 'unit': 'g'}]"
Tarniflette (ou tartiflette végétarienne),5.0,1,0.5241785,418.8333333333333,11.016666666666666,0.26208925,"[{'name': 'pommes de terre', 'quantity': 300.0, 'unit': 'g'}, {'name': 'tofu', 'quantity': 400.0, 'unit': 'g'}]"
Cake végétalien à la banane,4.6,1,0.21804552,144.0,0.72,0.21804552,"[{'name': 'bananes', 'quantity': 240.0, 'unit': 'g'}]"
Lasagnes végétariennes aux brocolis,4.9,1,0.25024,170.4,1.4400000000000002,0.25024,"[{'name': 'pulpe de tomate', 'quantity': 400.0, 'unit': 'g'}]"
Tomates farcies végétariennes,4.5,1,0.319439618,248.24309764309763,4.800942760942761,0.10647987266666666,"[{'name': 'tomates', 'quantity': 200.0, 'unit': 'g'}, {'name': 'pomme de terre', 'quantity': 200.0, 'unit': 'g'}, {'name': 'oeuf', 'quantity': 60.0, 'unit': 'g'}]"
Tarte végétarienne aux aubergines et courgettes,4.4,1,1.3453532966766202,329.0666662666667,31.17888888,0.44845109889220675,"[{'name': 'beurre tendre', 'quantity': 150.0, 'unit': 'g'}, {'name': 'tomates', 'quantity': 200.0, 'unit': 'g'}, {'name': 'courgette', 'quantity': 66.66666, 'unit': 'g'}]"
Lasagnes végétariennes,4.9,1,0.7585871179999999,203.16161616161617,14.47242424242424,0.2528623726666666,"[{'name': 'beurre', 'quantity': 50.0, 'unit': 'g'}, {'name': 'tomates pelées', 'quantity': 400.0, 'unit': 'g'}, {'name': 'oeuf', 'quantity': 60.0, 'unit': 'g'}]"
Parmesane végétarienne,4.9,1,0.6256,426.0,3.6000000000000005,0.6256,"[{'name': 'coulis de tomate', 'quantity': 1000.0, 'unit': 'g'}]"
Quiche végétarienne aux champignons et comté,5.0,1,0.541894436,261.08484848484846,23.46727272727273,0.270947218,"[{'name': 'beurre', 'quantity': 40.0, 'unit': 'g'}, {'name': 'oeufs', 'quantity': 120.0, 'unit': 'g'}]"
Cannellonis végétariens à la menthe,4.4,1,0.19940280000000002,72.0,1.6,0.19940280000000002,"[{'name': 'courgettes', 'quantity': 400.0, 'unit': 'g'}]"
Lasagne végétarienne à la crème de pâtisson,4.7,1,0.12512,85.2,0.7200000000000001,0.12512,"[{'name': 'tomates', 'quantity': 200.0, 'unit': 'g'}]"
Lasagnes végétariennes champignons épinards mascarpone,5.0,1,0.28152,191.7,1.62,0.28152,"[{'name': 'sauce tomate', 'quantity': 450.0, 'unit': 'g'}]"
Courgettes rondes farcies (végétariennes),4.7,1,0.424764036,178.4181818181818,11.927272727272728,0.212382018,"[{'name': 'courgettes', 'quantity': 400.0, 'unit': 'g'}, {'name': 'oeufs', 'quantity': 120.0, 'unit': 'g'}]"
Lasagnes végétariennes aux épinards frais,4.6,1,0.2373999,178.0,18.509999999999998,0.2373999,"[{'name': 'beurre', 'quantity': 30.0, 'unit': 'g'}]"
Lasagnes végétariennes à la feta,4.8,1,1.4605288,300.0,21.8,0.7302644,"[{'name': 'courgettes', 'quantity': 400.0, 'unit': 'g'}, {'name': 'feta', 'quantity': 200.0, 'unit': 'g'}]"
Steak tartare végétarien,5.0,1,0.19803325,190.0,1.0,0.19803325,"[{'name': 'carotte', 'quantity': 500.0, 'unit': 'g'}]"
Lasagne végétarienne aux 8 légumes,4.5,1,0.9907357999999999,332.6666666666667,31.650000000000002,0.49536789999999997,"[{'name': 'beurre', 'quantity': 100.0, 'unit': 'g'}, {'name': 'courgettes', 'quantity': 400.0, 'unit': 'g'}]"
Chou farci végétarien,4.5,1,0.22536123600000002,284.8363636363636,22.254545454545454,0.22536123600000002,"[{'name': 'oeufs', 'quantity': 120.0, 'unit': 'g'}]"
Patates douces farcies végétariennes de Noël,4.5,1,0.09170667000000002,55.5,0.15,0.09170667000000002,"[{'name': 'poireau', 'quantity': 150.0, 'unit': 'g'}]"
Poivrons farcis riz et épices (végétarien),4.3,1,0.3021878625,627.1875,22.51875,0.3021878625,"[{'name': 'riz', 'quantity': 150.0, 'unit': 'g'}]"
Aubergines végétariennes au fromage blanc,4.4,1,0.12512,85.2,0.7200000000000001,0.12512,"[{'name': 'tomates', 'quantity': 200.0, 'unit': 'g'}]"
lasagnes végétariennes aux courgette et champignons,4.7,1,0.28347379667662004,91.1999994,0.8533333200000001,0.14173689833831002,"[{'name': 'tomates concassées', 'quantity': 400.0, 'unit': 'g'}, {'name': 'courgette', 'quantity': 66.66666, 'unit': 'g'}]"
Ratatouille espagnole végétarienne,4.8,1,0.3245228,78.6,1.1600000000000001,0.1622614,"[{'name': 'courgettes', 'quantity': 400.0, 'unit': 'g'}, {'name': 'tomates', 'quantity': 200.0, 'unit': 'g'}]"
Muffins végétaliens,4.8,1,0.21804552,144.0,0.72,0.21804552,"[{'name': 'bananes', 'quantity': 240.0, 'unit': 'g'}]"
Pot-au-feu végétarien au fromage,4.2,1,0.56541865,744.2148148148148,3.6007407407407412,0.18847288333333334,"[{'name': 'carottes', 'quantity': 140.0, 'unit': 'g'}, {'name': 'poireaux', 'quantity': 300.0, 'unit': 'g'}, {'name': 'pomme de terre', 'quantity': 800.0, 'unit': 'g'}]"
Hachis parmentier végétarien façon Lina,4.4,1,0.46364430999999995,1319.3777777777777,6.528888888888888,0.23182215499999997,"[{'name': 'carottes', 'quantity': 140.0, 'unit': 'g'}, {'name': 'pomme de terre', 'quantity': 1000.0, 'unit': 'g'}]"
Saucisses végétariennes,4.4,1,0.11268061800000001,142.4181818181818,11.127272727272727,0.11268061800000001,"[{'name': 'oeuf', 'quantity': 60.0, 'unit': 'g'}]"
Couscous végétarien (couscoussier),4.7,1,0.5198945500000001,255.88888888888889,1.1444444444444446,0.17329818333333336,"[{'name': 'carotte', 'quantity': 500.0, 'unit': 'g'}, {'name': 'courgettes', 'quantity': 400.0, 'unit': 'g'}, {'name': 'pommes de terre', 'quantity': 300.0, 'unit': 'g'}]"
Ragout végétarien,4.7,1,0.1363208275,259.4833333333333,0.45166666666666666,0.06816041375,"[{'name': 'carotte', 'quantity': 35.0, 'unit': 'g'}, {'name': 'pommes de terre', 'quantity': 300.0, 'unit': 'g'}]"
Blanquette végétarienne,4.8,1,0.5151011560000001,176.77878787878785,7.801515151515151,0.17170038533333334,"[{'name': 'carotte', 'quantity': 500.0, 'unit': 'g'}, {'name': 'poireau', 'quantity': 150.0, 'unit': 'g'}, {'name': 'oeufs', 'quantity': 120.0, 'unit': 'g'}]"
Steak végétarien,4.8,1,0.22536123600000002,284.8363636363636,22.254545454545454,0.22536123600000002,"[{'name': 'oeufs', 'quantity': 120.0, 'unit': 'g'}]"
Wok végétarien quinoa,5.0,1,0.08868310667662,32.5999994,0.27333332,0.04434155333831,"[{'name': 'courgette', 'quantity': 66.66666, 'unit': 'g'}, {'name': 'carottes', 'quantity': 140.0, 'unit': 'g'}]"
Cannellonidchou Végétariens (11ème rencontre Marmiton),4.8,1,0.6839864660000001,190.35393939393938,5.208242424242424,0.13679729320000003,"[{'name': 'carottes', 'quantity': 140.0, 'unit': 'g'}, {'name': 'poireau', 'quantity': 150.0, 'unit': 'g'}, {'name': 'pomme de terre', 'quantity': 150.0, 'unit': 'g'}, {'name': 'tomates pelées', 'quantity': 400.0, 'unit': 'g'}, {'name': 'oeufs', 'quantity': 120.0, 'unit': 'g'}]"
Nems végétariens aux légumes et aux épices,5.0,1,0.3152896825,83.54583333333333,2.1279166666666667,0.10509656083333334,"[{'name': 'courgettes', 'quantity': 400.0, 'unit': 'g'}, {'name': 'carottes', 'quantity': 140.0, 'unit': 'g'}, {'name': 'feuilles de riz', 'quantity': 30.0, 'unit': 'g'}]"
Moussaka végétarienne,4.1,1,6.852772538305084,759.3716101694915,58.29425423728813,1.713193134576271,"[{'name': 'courgettes', 'quantity': 400.0, 'unit': 'g'}, {'name': 'yaourt', 'quantity': 500.0, 'unit': 'g'}, {'name': 'beurre', 'quantity': 83.59322033898304, 'unit': 'g'}, {'name': 'feta', 'quantity': 800.0, 'unit': 'g'}]"
Boulettes aux épinards (végétarien),4.4,1,0.22536123600000002,284.8363636363636,22.254545454545454,0.22536123600000002,"[{'name': 'oeufs', 'quantity': 120.0, 'unit': 'g'}]"
Tajine végétarien (légumes et épices),4.6,1,0.11996310667662,28.833332933333335,0.24222221333333335,0.039987702225539996,"[{'name': 'carottes', 'quantity': 140.0, 'unit': 'g'}, {'name': 'courgette', 'quantity': 66.66666, 'unit': 'g'}, {'name': 'tomate', 'quantity': 50.0, 'unit': 'g'}]"
Flammekueche végétarienne,4.8,1,1.59545229667662,515.2222218222222,61.69999999111112,0.53181743222554,"[{'name': 'pâte à pizza', 'quantity': 400.0, 'unit': 'g'}, {'name': 'courgette', 'quantity': 66.66666, 'unit': 'g'}, {'name': 'pommes de terre', 'quantity': 300.0, 'unit': 'g'}]"
Rouleaux de printemps végétariens,4.8,1,0.31257859750000005,122.92083333333335,2.895416666666667,0.10419286583333336,"[{'name': 'carottes', 'quantity': 140.0, 'unit': 'g'}, {'name': 'feuille de riz', 'quantity': 50.0, 'unit': 'g'}, {'name': 'coulis de tomate', 'quantity': 250.0, 'unit': 'g'}]"
Riz cantonnais végétarien,4.8,1,0.280810546,169.0181818181818,11.267272727272728,0.140405273,"[{'name': 'carottes', 'quantity': 140.0, 'unit': 'g'}, {'name': 'oeufs', 'quantity': 120.0, 'unit': 'g'}]"
Lasagnes végétariennes façon moussaka,4.4,1,0.828736,174.11111111111111,9.36,0.27624533333333334,"[{'name': 'courgettes', 'quantity': 400.0, 'unit': 'g'}, {'name': 'tomates pelées', 'quantity': 500.0, 'unit': 'g'}, {'name': 'beurre', 'quantity': 40.0, 'unit': 'g'}]"
Poêlée végétarienne carottes et poireaux,4.4,1,0.39712925,94.28888888888889,4.306666666666667,0.13237641666666666,"[{'name': 'poireaux', 'quantity': 300.0, 'unit': 'g'}, {'name': 'carottes', 'quantity': 140.0, 'unit': 'g'}, {'name': 'beurre', 'quantity': 20.0, 'unit': 'g'}]"
Lasagnes végétariennes toutes vertes,4.5,1,1.4605288,300.0,21.8,0.7302644,"[{'name': 'courgettes', 'quantity': 400.0, 'unit': 'g'}, {'name': 'feta', 'quantity': 200.0, 'unit': 'g'}]"
Galette végétarienne (steak végétal),4.5,1,0.11268061800000001,142.4181818181818,11.127272727272727,0.11268061800000001,"[{'name': 'oeuf', 'quantity': 60.0, 'unit': 'g'}]"
Paté végétal au tofu,4.5,1,0.5318855459999999,181.84545454545454,11.928181818181818,0.17729518199999997,"[{'name': 'carottes', 'quantity': 140.0, 'unit': 'g'}, {'name': 'tofu', 'quantity': 250.0, 'unit': 'g'}, {'name': 'oeufs', 'quantity': 120.0, 'unit': 'g'}]"
Cake végétarien aux épices,4.6,1,0.22536123600000002,284.8363636363636,22.254545454545454,0.22536123600000002,"[{'name': 'oeufs', 'quantity': 120.0, 'unit': 'g'}]"
Omelette façon chinoise (végétarien),4.8,1,0.22536123600000002,284.8363636363636,22.254545454545454,0.22536123600000002,"[{'name': 'oeufs', 'quantity': 120.0, 'unit': 'g'}]"
"Frichti végétarien complet et savoureux aux lentilles, pommes de terre et poireaux",4.8,1,0.5183930007692308,501.53611111111115,2.567286324786325,0.1295982501923077,"[{'name': 'poireau', 'quantity': 150.0, 'unit': 'g'}, {'name': 'tomates', 'quantity': 200.0, 'unit': 'g'}, {'name': 'pomme de terre', 'quantity': 453.84615384615387, 'unit': 'g'}, {'name': 'lentilles', 'quantity': 200.0, 'unit': 'g'}]"
Riz Tandoori végétarien,4.6,1,0.03128,21.3,0.18000000000000002,0.03128,"[{'name': 'tomate', 'quantity': 50.0, 'unit': 'g'}]"
Lasagnes aux steaks végétariens,5.0,1,1.1805553275,287.4111111111111,21.31,0.3935184425,"[{'name': 'purée de tomate', 'quantity': 600.0, 'unit': 'g'}, {'name': 'carotte', 'quantity': 35.0, 'unit': 'g'}, {'name': 'beurre', 'quantity': 100.0, 'unit': 'g'}]"
Lasagnes végétariennes aux 2 couleurs,5.0,1,0.23886265000000004,82.1,0.29000000000000004,0.11943132500000002,"[{'name': 'poireaux', 'quantity': 300.0, 'unit': 'g'}, {'name': 'carottes', 'quantity': 140.0, 'unit': 'g'}]"
Cassoulet végétarien aux légumes variés,4.2,1,0.36132115000000004,223.28888888888886,0.4711111111111112,0.12044038333333335,"[{'name': 'poireaux', 'quantity': 300.0, 'unit': 'g'}, {'name': 'carottes', 'quantity': 140.0, 'unit': 'g'}, {'name': 'pommes de terre', 'quantity': 300.0, 'unit': 'g'}]"
Beignets végétariens à la tomate,4.3,1,0.22536123600000002,284.8363636363636,22.254545454545454,0.22536123600000002,"[{'name': 'oeufs', 'quantity': 120.0, 'unit': 'g'}]"
Gâteau de semoule aux pommes (végétalien),4.4,1,0.1224585,505.66666666666663,0.8333333333333334,0.1224585,"[{'name': 'pommes', 'quantity': 300.0, 'unit': 'g'}]"
Hamburgers végétariens aux lentilles corail,4.4,1,0.258066368,503.7090909090909,7.813636363636364,0.129033184,"[{'name': 'lentilles corail', 'quantity': 250.0, 'unit': 'g'}, {'name': 'oeuf', 'quantity': 60.0, 'unit': 'g'}]"
Bhajias indiens végétariens,4.5,1,0.14403601292662002,120.98437440000001,4.261770820000001,0.07201800646331001,"[{'name': 'courgette', 'quantity': 66.66666, 'unit': 'g'}, {'name': 'farine de riz', 'quantity': 55.0, 'unit': 'g'}]"
Wok végétarien,4.7,1,1.0311955360000002,978.6681818181819,41.15227272727273,0.5155977680000001,"[{'name': 'nouilles de riz', 'quantity': 400.0, 'unit': 'g'}, {'name': 'oeufs', 'quantity': 120.0, 'unit': 'g'}]"
Salade de riz végétarienne,5.0,1,1.3674233178571429,753.5607142857142,25.88940476190476,0.45580777261904765,"[{'name': 'riz', 'quantity': 500.0, 'unit': 'g'}, {'name': 'tomates cerise', 'quantity': 200.0, 'unit': 'g'}, {'name': 'courgette', 'quantity': 471.42857142857144, 'unit': 'g'}]"
Club sandwich végétarien délicieux,5.0,1,0.535865836,261.4181818181818,22.42727272727273,0.267932918,"[{'name': 'avocat', 'quantity': 200.0, 'unit': 'g'}, {'name': 'oeufs', 'quantity': 120.0, 'unit': 'g'}]"
Fajitas Végétariennes,5.0,1,0.31475379667662,101.84999939999999,0.94333332,0.15737689833831,"[{'name': 'courgette', 'quantity': 66.66666, 'unit': 'g'}, {'name': 'tomates pelées', 'quantity': 450.0, 'unit': 'g'}]"
Tarte provençale végétarienne tomates séchées-fêta,4.2,1,1.3859037383050847,274.62881355932205,24.37233898305085,0.4619679127683616,"[{'name': 'tomate séchée', 'quantity': 150.0, 'unit': 'g'}, {'name': 'beurre', 'quantity': 83.59322033898304, 'unit': 'g'}, {'name': 'feta', 'quantity': 100.0, 'unit': 'g'}]"
Fajitas végétarienne pour l'été,4.4,1,0.05544931,53.2,0.28,0.05544931,"[{'name': 'carottes', 'quantity': 140.0, 'unit': 'g'}]"
Chili vegan au haché végétal,4.5,1,0.28152,95.85,0.81,0.14076,"[{'name': 'tomates', 'quantity': 200.0, 'unit': 'g'}, {'name': 'sauce tomate', 'quantity': 250.0, 'unit': 'g'}]"
Gâteau aux carottes végétalien,4.7,1,0.11881995,114.0,0.6,0.11881995,"[{'name': 'carotte', 'quantity': 300.0, 'unit': 'g'}]"
Butternut vegetarienne farcie au bleu et boulgour,4.7,1,0.37391952500000003,609.75,80.0,0.18695976250000002,"[{'name': 'boulgour', 'quantity': 200.0, 'unit': 'g'}, {'name': 'bleu', 'quantity': 150.0, 'unit': 'g'}]"
Gâteau au chocolat végétalien,4.7,1,0.20145857500000003,418.12500000000006,15.012500000000001,0.20145857500000003,"[{'name': 'farine de riz', 'quantity': 100.0, 'unit': 'g'}]"
Tajine végétarien (oignons et aubergines),5.0,1,0.35048123600000003,185.0181818181818,11.487272727272726,0.17524061800000001,"[{'name': 'tomates', 'quantity': 200.0, 'unit': 'g'}, {'name': 'oeufs', 'quantity': 120.0, 'unit': 'g'}]"
Pad Thaï végétarien,5.0,1,0.45836646000000003,444.7250000000001,15.152500000000002,0.22918323000000002,"[{'name': 'carottes', 'quantity': 140.0, 'unit': 'g'}, {'name': 'nouilles de riz', 'quantity': 200.0, 'unit': 'g'}]"
Burger 100% végétarien,5.0,1,0.35564692750000004,90.86666666666667,7.616666666666667,0.11854897583333335,"[{'name': 'carotte', 'quantity': 35.0, 'unit': 'g'}, {'name': 'tomate', 'quantity': 50.0, 'unit': 'g'}, {'name': 'avocat', 'quantity': 200.0, 'unit': 'g'}]"
Club sandwich végétarien,5.0,1,0.5426446,141.76666666666668,11.126666666666667,0.18088153333333334,"[{'name': 'tomate', 'quantity': 50.0, 'unit': 'g'}, {'name': 'avocat', 'quantity': 200.0, 'unit': 'g'}, {'name': 'tofu', 'quantity': 200.0, 'unit': 'g'}]"
Tomates au four végétariennes,5.0,1,0.12512,85.2,0.7200000000000001,0.12512,"[{'name': 'tomates', 'quantity': 200.0, 'unit': 'g'}]"
Galettes végétales aux tomates séchées,5.0,1,0.143960618,81.85909090909091,5.653636363636363,0.071980309,"[{'name': ""tomates séchées à l'huile d'olive"", 'quantity': 50.0, 'unit': 'g'}, {'name': 'oeuf', 'quantity': 60.0, 'unit': 'g'}]"
Ragoût végétarien,4.2,1,0.71744954417662,298.9281247,9.69947916,0.179362386044155,"[{'name': 'carottes', 'quantity': 140.0, 'unit': 'g'}, {'name': 'courgette', 'quantity': 66.66666, 'unit': 'g'}, {'name': 'tomates', 'quantity': 200.0, 'unit': 'g'}, {'name': 'riz', 'quantity': 250.0, 'unit': 'g'}]"
Paupiettes d'aubergine végétariennes,5.0,1,0.047495,172.5,1.0,0.047495,"[{'name': 'boulgour', 'quantity': 50.0, 'unit': 'g'}]"
kebab d'halloumi (végétarien),5.0,1,0.28152,191.7,1.62,0.28152,"[{'name': 'tomate', 'quantity': 450.0, 'unit': 'g'}]"
Pâté végétal tricolore,5.0,1,1.4122781940000002,257.05757575757576,15.303030303030303,0.23537969900000003,"[{'name': 'tomate', 'quantity': 500.0, 'unit': 'g'}, {'name': 'oeufs', 'quantity': 120.0, 'unit': 'g'}, {'name': 'oeufs', 'quantity': 120.0, 'unit': 'g'}, {'name': 'oeufs', 'quantity': 120.0, 'unit': 'g'}, {'name': 'carotte', 'quantity': 500.0, 'unit': 'g'}, {'name': 'oeufs', 'quantity': 120.0, 'unit': 'g'}]"
Croque monsieur végétarien (ou croque mademoiselle!),4.2,1,0.35048123600000003,185.0181818181818,11.487272727272726,0.17524061800000001,"[{'name': 'tomates', 'quantity': 200.0, 'unit': 'g'}, {'name': 'oeufs', 'quantity': 120.0, 'unit': 'g'}]"
Poivrons farcis (végétarien),4.2,1,0.035972000000000004,24.495,0.20700000000000002,0.035972000000000004,"[{'name': 'concentré de tomates', 'quantity': 57.5, 'unit': 'g'}]"
"Burger végétarien au halloumi, avocat et roquette",4.5,1,0.3105046,238.0,22.6,0.3105046,"[{'name': 'avocat', 'quantity': 200.0, 'unit': 'g'}]"
Quiche épaisse végétarienne de Clarisse,5.0,1,1.474920736,405.8121212121212,38.38818181818181,0.49164024533333334,"[{'name': 'tomates cerise', 'quantity': 100.0, 'unit': 'g'}, {'name': 'beurre demi-sel', 'quantity': 150.0, 'unit': 'g'}, {'name': 'oeufs', 'quantity': 120.0, 'unit': 'g'}]"
Nems végétariens au tofu,5.0,1,0.46968280250000005,157.59416666666667,3.490083333333333,0.09393656050000002,"[{'name': 'carottes', 'quantity': 140.0, 'unit': 'g'}, {'name': 'poireau', 'quantity': 150.0, 'unit': 'g'}, {'name': 'tofu', 'quantity': 200.0, 'unit': 'g'}, {'name': 'pomme de terre', 'quantity': 150.0, 'unit': 'g'}, {'name': 'feuilles de riz', 'quantity': 30.0, 'unit': 'g'}]"
Muffins aux mûres (végétaliens et sans gluten),5.0,1,0.14813083500000002,134.4375,4.54875,0.07406541750000001,"[{'name': 'banane', 'quantity': 30.0, 'unit': 'g'}, {'name': 'farine de riz', 'quantity': 60.0, 'unit': 'g'}]"
Tarte végétarienne Dida,4.2,1,0.50617353267662,221.92575727575758,6.018636356969697,0.126543383169155,"[{'name': 'tomates', 'quantity': 200.0, 'unit': 'g'}, {'name': 'courgette', 'quantity': 66.66666, 'unit': 'g'}, {'name': 'pommes de terre', 'quantity': 300.0, 'unit': 'g'}, {'name': 'oeufs', 'quantity': 120.0, 'unit': 'g'}]"
Spaghetti végétal,4.2,1,0.03323379667662,11.999998799999998,0.26666663999999995,0.03323379667662,"[{'name': 'courgette', 'quantity': 66.66666, 'unit': 'g'}]"
Lasagnes végétariennes d'Hannah,5.0,1,0.37997211,70.13333333333333,0.8666666666666668,0.12665737,"[{'name': 'courgettes', 'quantity': 400.0, 'unit': 'g'}, {'name': 'tomates', 'quantity': 200.0, 'unit': 'g'}, {'name': 'carottes', 'quantity': 140.0, 'unit': 'g'}]"
Lasagnes végétariennes épinards feta,5.0,1,1.4280569499999998,357.9,31.732499999999998,0.7140284749999999,"[{'name': 'feta', 'quantity': 170.0, 'unit': 'g'}, {'name': 'beurre', 'quantity': 45.0, 'unit': 'g'}]"
Quiche végétarienne chèvre miel tofu,5.0,1,0.22536123600000002,284.8363636363636,22.254545454545454,0.22536123600000002,"[{'name': 'oeufs', 'quantity': 120.0, 'unit': 'g'}]"
Galette végétarienne au quinoa,5.0,1,0.253085891,103.81212121212121,7.464848484848485,0.08436196366666666,"[{'name': 'carotte', 'quantity': 35.0, 'unit': 'g'}, {'name': 'carotte', 'quantity': 35.0, 'unit': 'g'}, {'name': 'oeufs', 'quantity': 120.0, 'unit': 'g'}]"
Tartiflette végétarienne,5.0,1,0.40428949999999997,714.5488888888888,3.7704444444444443,0.20214474999999998,"[{'name': 'tomates séchées', 'quantity': 320.0, 'unit': 'g'}, {'name': 'pomme de terre', 'quantity': 500.0, 'unit': 'g'}]"
Raviolis chinois végétariens,5.0,1,0.21824961550000002,70.40606060606059,3.7824242424242427,0.07274987183333334,"[{'name': 'poireau', 'quantity': 150.0, 'unit': 'g'}, {'name': 'carotte', 'quantity': 35.0, 'unit': 'g'}, {'name': 'oeuf', 'quantity': 60.0, 'unit': 'g'}]"
Poêlée de courgettes végétarienne,4.3,1,0.40026280000000003,119.0,6.1,0.20013140000000001,"[{'name': 'courgettes', 'quantity': 400.0, 'unit': 'g'}, {'name': 'tofu', 'quantity': 200.0, 'unit': 'g'}]"
Soupe chinoise végétarienne,4.3,1,0.05544931,53.2,0.28,0.05544931,"[{'name': 'carottes', 'quantity': 140.0, 'unit': 'g'}]"
Lasagnes végétariennes très fraîches et légères,4.5,1,0.38708280000000006,99.9,1.34,0.19354140000000003,"[{'name': 'courgettes', 'quantity': 400.0, 'unit': 'g'}, {'name': 'tomate séchée', 'quantity': 300.0, 'unit': 'g'}]"
